epoch,step,train_avg_p,train_bias,train_exp_L0,train_loss,train_sum_p,train_var_term,val_avg_p,val_bias,val_exp_L0,val_loss,val_sum_p,val_var_term
26,323,,,,,,,0.4875575304031372,4.49743056378793e-05,195.02301025390625,0.00024049812054727226,195.02301025390625,0.5008067488670349
27,335,,,,,,,0.4828301966190338,4.262120637577027e-05,193.132080078125,0.00023627343762200326,193.132080078125,0.5201612710952759
28,347,,,,,,,0.4779857397079468,4.046181129524484e-05,191.1942901611328,0.00023219564172904938,191.1942901611328,0.539522647857666
29,349,0.4775699973106384,3.851574729196727e-05,191.0279998779297,0.00023008495918475091,191.0279998779297,0.5412062406539917,,,,,,
29,359,,,,,,,0.47305431962013245,3.8592788769165054e-05,189.22174072265625,0.00022837343567516655,189.22174072265625,0.55892014503479
30,371,,,,,,,0.4681759774684906,3.689270306495018e-05,187.2703857421875,0.00022474165598396212,187.2703857421875,0.5785677433013916
31,383,,,,,,,0.4632715582847595,3.5364086215849966e-05,185.30862426757812,0.0002212710096500814,185.30862426757812,0.5982935428619385
32,395,,,,,,,0.45827269554138184,3.391571590327658e-05,183.30908203125,0.00021784272394143045,183.30908203125,0.6179177165031433
33,399,0.45700928568840027,3.116693187621422e-05,182.8037109375,0.00021459376148413867,182.8037109375,0.6231259703636169,,,,,,
33,407,,,,,,,0.45326656103134155,3.2685158657841384e-05,181.306640625,0.00021462937002070248,181.306640625,0.6375668048858643
34,419,,,,,,,0.4483264982700348,3.154572186758742e-05,179.33059692382812,0.00021153366833459586,179.33059692382812,0.6573575735092163
35,431,,,,,,,0.4434535801410675,3.044261939066928e-05,177.38143920898438,0.00020850134023930877,177.38143920898438,0.6772654056549072
36,443,,,,,,,0.4385790526866913,2.9507487852242775e-05,175.43162536621094,0.00020563622820191085,175.43162536621094,0.6971258521080017
37,449,0.4365440011024475,2.7933268938795663e-05,174.6175994873047,0.0002032562915701419,174.6175994873047,0.705427885055542,,,,,,
37,455,,,,,,,0.43374428153038025,2.8636262868531048e-05,173.49771118164062,0.00020285096252337098,173.49771118164062,0.7169807553291321
38,467,,,,,,,0.42900407314300537,2.785734432109166e-05,171.6016387939453,0.00020019592193420976,171.6016387939453,0.7369264364242554
39,479,,,,,,,0.424329936504364,2.71057324425783e-05,169.73196411132812,0.00019759459246415645,169.73196411132812,0.756884753704071
40,491,,,,,,,0.41970616579055786,2.6419882487971336e-05,167.88246154785156,0.00019507914839778095,167.88246154785156,0.7768099904060364
41,499,0.41706374287605286,2.4517397832823917e-05,166.82550048828125,0.00019213141058571637,166.82550048828125,0.7885100245475769,,,,,,
41,503,,,,,,,0.4151681959629059,2.5799314244068228e-05,166.06727600097656,0.00019266332674305886,166.06727600097656,0.7967504858970642
42,515,,,,,,,0.41066014766693115,2.5136627300526015e-05,164.26406860351562,0.00019021728076040745,164.26406860351562,0.816569983959198
43,527,,,,,,,0.4061874747276306,2.467297417751979e-05,162.47500610351562,0.0001879842166090384,162.47500610351562,0.836243748664856
44,539,,,,,,,0.4018457233905792,2.4154493075911887e-05,160.73829650878906,0.0001857488095993176,160.73829650878906,0.8559984564781189
45,549,0.39856261014938354,2.2579477445106022e-05,159.425048828125,0.00018287521379534155,159.425048828125,0.8706830739974976,,,,,,
45,551,,,,,,,0.3975062668323517,2.373549432377331e-05,159.00250244140625,0.00018361350521445274,159.00250244140625,0.8755024671554565
46,563,,,,,,,0.393343061208725,2.333696284040343e-05,157.33721923828125,0.00018156935402657837,157.33721923828125,0.8951713442802429
47,575,,,,,,,0.38925445079803467,2.293331090186257e-05,155.7017822265625,0.00017954985378310084,155.7017822265625,0.9147751927375793
48,587,,,,,,,0.3852890133857727,2.250127181468997e-05,154.1156005859375,0.00017755126464180648,154.1156005859375,0.9343976378440857
49,599,0.3817048668861389,2.010886964853853e-05,152.68194580078125,0.00017374333401676267,152.68194580078125,0.9525302052497864,,,,,,
49,599,,,,,,,0.3813825249671936,2.2202268155524507e-05,152.5530242919922,0.00017570916679687798,152.5530242919922,0.9538988471031189
