active_features,avg_mask_prob,epoch,recon_loss,sparsity_loss,step,train_loss,val_loss
38.0,0.6031156182289124,8,0.003761476371437311,0.6031156182289124,2049,0.004364592023193836,
,,8,,,2051,,0.005179437808692455
34.0,0.6056566834449768,9,0.003558169584721327,0.6056566834449768,2099,0.00416382635012269,
32.0,0.6083316206932068,9,0.004244718234986067,0.6083316206932068,2149,0.004853049758821726,
44.0,0.6098255515098572,9,0.003892277367413044,0.6098255515098572,2199,0.004502102732658386,
30.0,0.6118406057357788,9,0.0039887987077236176,0.6118406057357788,2249,0.004600639455020428,
,,9,,,2279,,0.0051495786756277084
34.0,0.6136044859886169,10,0.004738215822726488,0.6136044859886169,2299,0.00535182049497962,
38.0,0.6157912015914917,10,0.0030237198807299137,0.6157912015914917,2349,0.003639511065557599,
36.0,0.6173057556152344,10,0.004296116530895233,0.6173057556152344,2399,0.004913422279059887,
27.0,0.6193314790725708,10,0.004967899993062019,0.6193314790725708,2449,0.005587231367826462,
33.0,0.6214179992675781,10,0.004083787091076374,0.6214179992675781,2499,0.0047052050940692425,
,,10,,,2507,,0.004906708840280771
36.0,0.6233839988708496,11,0.004667636472731829,0.6233839988708496,2549,0.00529102049767971,
40.0,0.6248064637184143,11,0.004190150648355484,0.6248064637184143,2599,0.004814957268536091,
33.0,0.6268801689147949,11,0.004120596218854189,0.6268801689147949,2649,0.004747476428747177,
37.0,0.6287069916725159,11,0.0030670026317238808,0.6287069916725159,2699,0.0036957096308469772,
,,11,,,2735,,0.0046929046511650085
43.0,0.6296887397766113,12,0.0038614305667579174,0.6296887397766113,2749,0.004491119179874659,
34.0,0.6312525868415833,12,0.004269301425665617,0.6312525868415833,2799,0.004900554195046425,
41.0,0.6332249045372009,12,0.00350529165007174,0.6332249045372009,2849,0.00413851672783494,
37.0,0.635293185710907,12,0.003471989184617996,0.635293185710907,2899,0.004107282496988773,
40.0,0.636348307132721,12,0.00544916745275259,0.636348307132721,2949,0.006085515953600407,
,,12,,,2963,,0.004642729181796312
38.0,0.6380075812339783,13,0.004184728488326073,0.6380075812339783,2999,0.004822736140340567,
38.0,0.6394750475883484,13,0.003943905234336853,0.6394750475883484,3049,0.004583380185067654,
41.0,0.6408260464668274,13,0.004088915418833494,0.6408260464668274,3099,0.004729741252958775,
39.0,0.6421908140182495,13,0.004057090263813734,0.6421908140182495,3149,0.004699280951172113,
,,13,,,3191,,0.004210192244499922
38.0,0.6437453031539917,14,0.004496718291193247,0.6437453031539917,3199,0.005140463821589947,
40.0,0.645283043384552,14,0.004182559438049793,0.645283043384552,3249,0.004827842582017183,
33.0,0.6468034386634827,14,0.004254362545907497,0.6468034386634827,3299,0.004901166073977947,
38.0,0.6476058959960938,14,0.0033497419208288193,0.6476058959960938,3349,0.0039973477832973,
38.0,0.6497172713279724,14,0.004108140245079994,0.6497172713279724,3399,0.0047578574158251286,
,,14,,,3419,,0.004036291968077421
39.0,0.650559663772583,15,0.0034970559645444155,0.650559663772583,3449,0.004147615749388933,
43.0,0.6525700092315674,15,0.003347186604514718,0.6525700092315674,3499,0.003999756649136543,
35.0,0.6537784934043884,15,0.004496812354773283,0.6537784934043884,3549,0.0051505910232663155,
40.0,0.6554049849510193,15,0.003366897813975811,0.6554049849510193,3599,0.004022303037345409,
,,15,,,3647,,0.004409358371049166
45.0,0.6570447087287903,16,0.004257765598595142,0.6570447087287903,3649,0.004914810415357351,
34.0,0.6586360335350037,16,0.004508188460022211,0.6586360335350037,3699,0.0051668244414031506,
45.0,0.6598864793777466,16,0.0036016106605529785,0.6598864793777466,3749,0.004261497408151627,
35.0,0.6608532667160034,16,0.004023183602839708,0.6608532667160034,3799,0.004684037063270807,
41.0,0.6621800661087036,16,0.003095473162829876,0.6621800661087036,3849,0.0037576532922685146,
,,16,,,3875,,0.00378172448836267
36.0,0.6631799936294556,17,0.004181403201073408,0.6631799936294556,3899,0.0048445831052958965,
35.0,0.6642679572105408,17,0.003550521796569228,0.6642679572105408,3949,0.004214789718389511,
42.0,0.66582190990448,17,0.003238954348489642,0.66582190990448,3999,0.003904776182025671,
38.0,0.6668131351470947,17,0.003507087007164955,0.6668131351470947,4049,0.0041739000007510185,
42.0,0.6680277585983276,17,0.0031781771685928106,0.6680277585983276,4099,0.0038462048396468163,
,,17,,,4103,,0.004014395177364349
42.0,0.6689718961715698,18,0.0030213298741728067,0.6689718961715698,4149,0.0036903019063174725,
34.0,0.670059859752655,18,0.004061075858771801,0.670059859752655,4199,0.004731135908514261,
42.0,0.671011745929718,18,0.0036949904169887304,0.671011745929718,4249,0.004366002045571804,
37.0,0.6719124913215637,18,0.003544603008776903,0.6719124913215637,4299,0.004216515459120274,
,,18,,,4331,,0.003766497829928994
36.0,0.6732633113861084,19,0.0044016302563250065,0.6732633113861084,4349,0.005074893590062857,
36.0,0.6742982268333435,19,0.003604011842980981,0.6742982268333435,4399,0.0042783101089298725,
36.0,0.6757944822311401,19,0.00416188407689333,0.6757944822311401,4449,0.004837678745388985,
40.0,0.676446259021759,19,0.003574206493794918,0.676446259021759,4499,0.004250652622431517,
41.0,0.6774520874023438,19,0.0031156535260379314,0.6774520874023438,4549,0.0037931057158857584,
,,19,,,4559,,0.003480802522972226
37.0,0.6783589720726013,20,0.004053741227835417,0.6783589720726013,4599,0.004732100293040276,
37.0,0.6792258620262146,20,0.003046575700864196,0.6792258620262146,4649,0.003725801594555378,
46.0,0.67984938621521,20,0.0035137012600898743,0.67984938621521,4699,0.004193550907075405,
38.0,0.6805459260940552,20,0.004356542602181435,0.6805459260940552,4749,0.0050370884127914906,
,,20,,,4787,,0.0036328339483588934
36.0,0.6814943552017212,21,0.004008505959063768,0.6814943552017212,4799,0.00469000032171607,
44.0,0.6818899512290955,21,0.0034426923375576735,0.6818899512290955,4849,0.004124582279473543,
37.0,0.6831530928611755,21,0.0035690031945705414,0.6831530928611755,4899,0.004252156242728233,
38.0,0.6837656497955322,21,0.0036705252714455128,0.6837656497955322,4949,0.004354291129857302,
37.0,0.6848072409629822,21,0.004397144075483084,0.6848072409629822,4999,0.005081951152533293,
,,21,,,5015,,0.0034668182488530874
34.0,0.6854036450386047,22,0.003204583888873458,0.6854036450386047,5049,0.003889987710863352,
40.0,0.6861652731895447,22,0.003928266000002623,0.6861652731895447,5099,0.004614431411027908,
41.0,0.6866987347602844,22,0.0035010792780667543,0.6866987347602844,5149,0.004187778104096651,
39.0,0.6875354051589966,22,0.003361065872013569,0.6875354051589966,5199,0.004048601258546114,
,,22,,,5243,,0.00351128913462162
42.0,0.6884016990661621,23,0.004328286740928888,0.6884016990661621,5249,0.005016688257455826,
38.0,0.689277708530426,23,0.0031301372218877077,0.689277708530426,5299,0.0038194148801267147,
41.0,0.6895886659622192,23,0.003908043261617422,0.6895886659622192,5349,0.004597632214426994,
37.0,0.6906782388687134,23,0.003601612290367484,0.6906782388687134,5399,0.004292290657758713,
37.0,0.6908810138702393,23,0.003908602986484766,0.6908810138702393,5449,0.004599484149366617,
,,23,,,5471,,0.0033946135081350803
37.0,0.6916565895080566,24,0.0034485328942537308,0.6916565895080566,5499,0.004140189383178949,
42.0,0.6921920776367188,24,0.0024355666246265173,0.6921920776367188,5549,0.0031277588568627834,
39.0,0.6925310492515564,24,0.003480658633634448,0.6925310492515564,5599,0.004173189867287874,
45.0,0.6929141879081726,24,0.003929450176656246,0.6929141879081726,5649,0.004622364416718483,
38.0,0.6934405565261841,24,0.004324477165937424,0.6934405565261841,5699,0.005017917603254318,
,,24,,,5699,,0.0034410213120281696
39.0,0.693784773349762,25,0.003556251060217619,0.693784773349762,5749,0.004250035621225834,
45.0,0.69442218542099,25,0.0033122056629508734,0.69442218542099,5799,0.004006627947092056,
40.0,0.695147693157196,25,0.003325121244415641,0.695147693157196,5849,0.004020269028842449,
41.0,0.6958974599838257,25,0.004262010101228952,0.6958974599838257,5899,0.00495790783315897,
,,25,,,5927,,0.003302778350189328
36.0,0.6966673731803894,26,0.003283965867012739,0.6966673731803894,5949,0.003980633337050676,
39.0,0.6968830823898315,26,0.0032000334467738867,0.6968830823898315,5999,0.0038969165179878473,
42.0,0.6974050402641296,26,0.003931605722755194,0.6974050402641296,6049,0.004629010800272226,
45.0,0.6980851292610168,26,0.0030779989901930094,0.6980851292610168,6099,0.003776084166020155,
40.0,0.6986635327339172,26,0.0041605401784181595,0.6986635327339172,6149,0.004859203938394785,
,,26,,,6155,,0.003284058766439557
40.0,0.6989025473594666,27,0.003427626797929406,0.6989025473594666,6199,0.004126529209315777,
43.0,0.6999099850654602,27,0.00326366419903934,0.6999099850654602,6249,0.003963574301451445,
36.0,0.7001985311508179,27,0.00430660042911768,0.7001985311508179,6299,0.005006799008697271,
33.0,0.7009342312812805,27,0.003482443280518055,0.7009342312812805,6349,0.004183377604931593,
,,27,,,6383,,0.00313592329621315
47.0,0.7011316418647766,28,0.0038065186236053705,0.7011316418647766,6399,0.004507650155574083,
37.0,0.7017163038253784,28,0.0040834383107721806,0.7017163038253784,6449,0.004785154480487108,
36.0,0.7016072869300842,28,0.00388527219183743,0.7016072869300842,6499,0.004586879629641771,
40.0,0.7022092342376709,28,0.003984848503023386,0.7022092342376709,6549,0.004687057808041573,
36.0,0.702699601650238,28,0.004908980801701546,0.702699601650238,6599,0.005611680448055267,
,,28,,,6611,,0.0032352041453123093
39.0,0.7032166719436646,29,0.0041117798537015915,0.7032166719436646,6649,0.004814996384084225,
46.0,0.7034808397293091,29,0.002697814954444766,0.7034808397293091,6699,0.0034012957476079464,
42.0,0.7042022943496704,29,0.0032971485052257776,0.7042022943496704,6749,0.004001351073384285,
38.0,0.7044591307640076,29,0.0027072306256741285,0.7044591307640076,6799,0.0034116897732019424,
,,29,,,6839,,0.0031406129710376263
39.0,0.7045648097991943,30,0.00398447597399354,0.7045648097991943,6849,0.004689040593802929,
40.0,0.7050209045410156,30,0.003222357714548707,0.7050209045410156,6899,0.003927378449589014,
48.0,0.7053298354148865,30,0.003365954849869013,0.7053298354148865,6949,0.0040712845511734486,
42.0,0.7056350708007812,30,0.004364082124084234,0.7056350708007812,6999,0.005069717299193144,
39.0,0.7056682109832764,30,0.0037348438054323196,0.7056682109832764,7049,0.004440512042492628,
,,30,,,7067,,0.003187020542100072
41.0,0.7057095170021057,31,0.0036877330858260393,0.7057095170021057,7099,0.0043934425339102745,
41.0,0.7060763835906982,31,0.003283518133684993,0.7060763835906982,7149,0.0039895945228636265,
39.0,0.7060421109199524,31,0.004195466171950102,0.7060421109199524,7199,0.004901508335024118,
46.0,0.706558883190155,31,0.0034750448539853096,0.706558883190155,7249,0.004181603901088238,
,,31,,,7295,,0.0030439645051956177
41.0,0.7069941163063049,32,0.0031397996935993433,0.7069941163063049,7299,0.0038467939011752605,
44.0,0.7071079611778259,32,0.0034013125114142895,0.7071079611778259,7349,0.0041084205731749535,
41.0,0.7076708674430847,32,0.002835358027368784,0.7076708674430847,7399,0.003543029073625803,
43.0,0.7077064514160156,32,0.003202520776540041,0.7077064514160156,7449,0.003910227213054895,
43.0,0.7078456878662109,32,0.0030962794553488493,0.7078456878662109,7499,0.0038041251245886087,
,,32,,,7523,,0.002941490849480033
43.0,0.7078853249549866,33,0.003113252343609929,0.7078853249549866,7549,0.0038211378268897533,
41.0,0.7081222534179688,33,0.003525260603055358,0.7081222534179688,7599,0.0042333826422691345,
44.0,0.708249568939209,33,0.0028247362934052944,0.708249568939209,7649,0.0035329859238117933,
39.0,0.7088369727134705,33,0.004230668768286705,0.7088369727134705,7699,0.004939505830407143,
40.0,0.7088561058044434,33,0.003178209299221635,0.7088561058044434,7749,0.003887065453454852,
,,33,,,7751,,0.0028925654478371143
42.0,0.7093126773834229,34,0.003056400455534458,0.7093126773834229,7799,0.0037657131906598806,
38.0,0.7095724940299988,34,0.003481644904240966,0.7095724940299988,7849,0.004191217478364706,
43.0,0.7095080614089966,34,0.0032906047999858856,0.7095080614089966,7899,0.004000112880021334,
39.0,0.7097544074058533,34,0.003541430924087763,0.7097544074058533,7949,0.004251185338944197,
,,34,,,7979,,0.0029587955214083195
39.0,0.7100889086723328,35,0.0034536770544946194,0.7100889086723328,7999,0.00416376581415534,
37.0,0.7098163962364197,35,0.003404335118830204,0.7098163962364197,8049,0.00411415146663785,
39.0,0.7100145220756531,35,0.003195412689819932,0.7100145220756531,8099,0.0039054271765053272,
45.0,0.7103137969970703,35,0.0029697141144424677,0.7103137969970703,8149,0.003680028021335602,
41.0,0.7107024192810059,35,0.0030056738760322332,0.7107024192810059,8199,0.0037163763772696257,
,,35,,,8207,,0.002853675512596965
41.0,0.7107175588607788,36,0.0037008149083703756,0.7107175588607788,8249,0.0044115325435996056,
43.0,0.710661768913269,36,0.002906220033764839,0.710661768913269,8299,0.003616881789639592,
43.0,0.7106744647026062,36,0.004008738324046135,0.7106744647026062,8349,0.004719412885606289,
38.0,0.710545003414154,36,0.0029052342288196087,0.710545003414154,8399,0.003615779336541891,
,,36,,,8435,,0.0030556709971278906
35.0,0.7109997272491455,37,0.003769967705011368,0.7109997272491455,8449,0.0044809672981500626,
47.0,0.7110569477081299,37,0.002639937214553356,0.7110569477081299,8499,0.00335099408403039,
46.0,0.711484432220459,37,0.003227605950087309,0.711484432220459,8549,0.003939090296626091,
42.0,0.7113956809043884,37,0.004076235927641392,0.7113956809043884,8599,0.004787631798535585,
37.0,0.7112287282943726,37,0.003921563737094402,0.7112287282943726,8649,0.0046327924355864525,
,,37,,,8663,,0.0029769004322588444
42.0,0.7115896940231323,38,0.0028955088928341866,0.7115896940231323,8699,0.0036070984788239002,
47.0,0.7113245129585266,38,0.003302528988569975,0.7113245129585266,8749,0.0040138536132872105,
40.0,0.7114779949188232,38,0.0035470002330839634,0.7114779949188232,8799,0.004258478060364723,
39.0,0.7115653157234192,38,0.00312424567528069,0.7115653157234192,8849,0.003835811046883464,
,,38,,,8891,,0.0029550762847065926
42.0,0.7116720080375671,39,0.0034331243950873613,0.7116720080375671,8899,0.004144796635955572,
42.0,0.7114168405532837,39,0.004288481082767248,0.7114168405532837,8949,0.004999897908419371,
45.0,0.7114147543907166,39,0.0027946881018579006,0.7114147543907166,8999,0.0035061028320342302,
38.0,0.7111976742744446,39,0.003225422464311123,0.7111976742744446,9049,0.003936620429158211,
42.0,0.7112451791763306,39,0.003126067342236638,0.7112451791763306,9099,0.0038373125717043877,
,,39,,,9119,,0.0028735091909766197
44.0,0.7112484574317932,40,0.002967073582112789,0.7112484574317932,9149,0.00367832207120955,
40.0,0.7113144397735596,40,0.004012036602944136,0.7113144397735596,9199,0.0047233509831130505,
37.0,0.7113691568374634,40,0.0028458668384701014,0.7113691568374634,9249,0.003557235933840275,
44.0,0.711166262626648,40,0.0033271547872573137,0.711166262626648,9299,0.004038320854306221,
,,40,,,9347,,0.002830362878739834
44.0,0.7113791108131409,41,0.002684200182557106,0.7113791108131409,9349,0.0033955792896449566,
47.0,0.7112495303153992,41,0.0033719195052981377,0.7112495303153992,9399,0.004083169158548117,
40.0,0.7113344669342041,41,0.0032764801289886236,0.7113344669342041,9449,0.003987814765423536,
43.0,0.7115308046340942,41,0.0024858934339135885,0.7115308046340942,9499,0.0031974243465811014,
41.0,0.7114690542221069,41,0.002678882097825408,0.7114690542221069,9549,0.0033903513103723526,
,,41,,,9575,,0.00292232190258801
43.0,0.7116209864616394,42,0.0030175691936165094,0.7116209864616394,9599,0.0037291902117431164,
44.0,0.7113950848579407,42,0.003664751071482897,0.7113950848579407,9649,0.004376146011054516,
45.0,0.711352527141571,42,0.0027755522169172764,0.711352527141571,9699,0.0034869047813117504,
39.0,0.7113761901855469,42,0.003021953161805868,0.7113761901855469,9749,0.003733329474925995,
40.0,0.7112818360328674,42,0.0028929340187460184,0.7112818360328674,9799,0.0036042158026248217,
,,42,,,9803,,0.0028224049601703882
42.0,0.7108241319656372,43,0.0027927071787416935,0.7108241319656372,9849,0.0035035312175750732,
47.0,0.7110306024551392,43,0.0030059758573770523,0.7110306024551392,9899,0.003717006416991353,
40.0,0.7110043168067932,43,0.003631110303103924,0.7110043168067932,9949,0.004342114552855492,
39.0,0.7112501859664917,43,0.0028115480672568083,0.7112501859664917,9999,0.0035227984189987183,
,,43,,,10031,,0.002825849922373891
43.0,0.7110036611557007,44,0.003339002840220928,0.7110036611557007,10049,0.004050006624311209,
43.0,0.7108255624771118,44,0.0026113681960850954,0.7108255624771118,10099,0.0033221938647329807,
33.0,0.7107090353965759,44,0.004124765750020742,0.7107090353965759,10149,0.004835474770516157,
42.0,0.7106570601463318,44,0.0027743952814489603,0.7106570601463318,10199,0.0034850523807108402,
41.0,0.7106055021286011,44,0.003631091909483075,0.7106055021286011,10249,0.004341697320342064,
,,44,,,10259,,0.0028610765002667904
45.0,0.7103677988052368,45,0.0031527166720479727,0.7103677988052368,10299,0.0038630845956504345,
38.0,0.7101665139198303,45,0.0037741619162261486,0.7101665139198303,10349,0.00448432844132185,
42.0,0.7105292081832886,45,0.0027943060267716646,0.7105292081832886,10399,0.0035048353020101786,
34.0,0.7100052833557129,45,0.0032299733720719814,0.7100052833557129,10449,0.003939978778362274,
,,45,,,10487,,0.002723171142861247
35.0,0.7100604176521301,46,0.0031768016051501036,0.7100604176521301,10499,0.0038868621923029423,
39.0,0.709621250629425,46,0.00353591563180089,0.709621250629425,10549,0.004245536867529154,
40.0,0.7093799114227295,46,0.003082984359934926,0.7093799114227295,10599,0.0037923643831163645,
43.0,0.7093148231506348,46,0.0026210711803287268,0.7093148231506348,10649,0.003330386010929942,
40.0,0.7092398405075073,46,0.004515075124800205,0.7092398405075073,10699,0.005224314983934164,
,,46,,,10715,,0.002726329490542412
44.0,0.709197461605072,47,0.0031505583319813013,0.709197461605072,10749,0.003859755815938115,
40.0,0.7090260982513428,47,0.003239578567445278,0.7090260982513428,10799,0.003948604688048363,
41.0,0.708794891834259,47,0.0032749539241194725,0.708794891834259,10849,0.003983749076724052,
38.0,0.7086364030838013,47,0.00377894239500165,0.7086364030838013,10899,0.004487578757107258,
,,47,,,10943,,0.0027729920111596584
39.0,0.7086783051490784,48,0.002928300993517041,0.7086783051490784,10949,0.003636979265138507,
44.0,0.7087498307228088,48,0.002809130121022463,0.7087498307228088,10999,0.003517880104482174,
44.0,0.7085538506507874,48,0.0030052594374865294,0.7085538506507874,11049,0.003713813377544284,
43.0,0.7083582282066345,48,0.0028416533023118973,0.7083582282066345,11099,0.0035500116646289825,
41.0,0.7082969546318054,48,0.0036640458274632692,0.7082969546318054,11149,0.0043723429553210735,
,,48,,,11171,,0.002677842043340206
41.0,0.7081096172332764,49,0.0037038002628833055,0.7081096172332764,11199,0.004411909729242325,
42.0,0.707953691482544,49,0.002573297591879964,0.707953691482544,11249,0.0032812512945383787,
45.0,0.70793217420578,49,0.0029185148887336254,0.70793217420578,11299,0.003626447170972824,
40.0,0.7080293893814087,49,0.0028852487448602915,0.7080293893814087,11349,0.003593278117477894,
44.0,0.7079513072967529,49,0.003194965422153473,0.7079513072967529,11399,0.003902916796505451,
,,49,,,11399,,0.002697340212762356
35.0,0.7079004645347595,50,0.0037403523456305265,0.7079004645347595,11449,0.004448252730071545,
44.0,0.7077898383140564,50,0.002780207199975848,0.7077898383140564,11499,0.0034879969898611307,
41.0,0.7075874209403992,50,0.0026214204262942076,0.7075874209403992,11549,0.003329007886350155,
44.0,0.7074011564254761,50,0.003246593987569213,0.7074011564254761,11599,0.003953995183110237,
,,50,,,11627,,0.0027190030086785555
44.0,0.7072727680206299,51,0.0034816383849829435,0.7072727680206299,11649,0.004188911058008671,
43.0,0.7068902254104614,51,0.0026608267799019814,0.7068902254104614,11699,0.0033677169121801853,
38.0,0.706620991230011,51,0.003180090105161071,0.706620991230011,11749,0.003886711085215211,
42.0,0.7065260410308838,51,0.002863122383132577,0.7065260410308838,11799,0.00356964860111475,
40.0,0.7062517404556274,51,0.0029036435298621655,0.7062517404556274,11849,0.0036098952405154705,
,,51,,,11855,,0.002707896986976266
45.0,0.7062432765960693,52,0.003012100700289011,0.7062432765960693,11899,0.0037183440290391445,
42.0,0.706261396408081,52,0.0024965174961835146,0.706261396408081,11949,0.003202778985723853,
40.0,0.7063560485839844,52,0.0030262398067861795,0.7063560485839844,11999,0.0037325958255678415,
41.0,0.7060977220535278,52,0.002470598556101322,0.7060977220535278,12049,0.003176696365699172,
,,52,,,12083,,0.0027406946755945683
38.0,0.7060116529464722,53,0.0034007648937404156,0.7060116529464722,12099,0.004106776788830757,
40.0,0.7057406306266785,53,0.0030549478251487017,0.7057406306266785,12149,0.0037606884725391865,
37.0,0.7055524587631226,53,0.0033253938890993595,0.7055524587631226,12199,0.004030946642160416,
42.0,0.705345094203949,53,0.0032584627624601126,0.705345094203949,12249,0.003963808063417673,
37.0,0.7053170204162598,53,0.0033011268824338913,0.7053170204162598,12299,0.00400644401088357,
,,53,,,12311,,0.002710973611101508
42.0,0.705310046672821,54,0.003107600612565875,0.705310046672821,12349,0.003812910756096244,
43.0,0.7048910856246948,54,0.0025625955313444138,0.7048910856246948,12399,0.0032674865797162056,
38.0,0.7047954797744751,54,0.003882587654516101,0.7047954797744751,12449,0.004587383009493351,
40.0,0.7049431800842285,54,0.0031731934286653996,0.7049431800842285,12499,0.00387813663110137,
,,54,,,12539,,0.0027088914066553116
41.0,0.7045567631721497,55,0.003420861903578043,0.7045567631721497,12549,0.004125418607145548,
43.0,0.7042286396026611,55,0.00245220516808331,0.7042286396026611,12599,0.0031564338132739067,
44.0,0.7042254209518433,55,0.002855452010408044,0.7042254209518433,12649,0.0035596773959696293,
41.0,0.704110324382782,55,0.003105966607108712,0.704110324382782,12699,0.0038100769743323326,
41.0,0.7037802338600159,55,0.0028356846887618303,0.7037802338600159,12749,0.0035394649021327496,
,,55,,,12767,,0.0026744394563138485
34.0,0.7034328579902649,56,0.0037273303605616093,0.7034328579902649,12799,0.004430763423442841,
41.0,0.7032891511917114,56,0.0028083377983421087,0.7032891511917114,12849,0.003511626971885562,
36.0,0.7030265927314758,56,0.0038011393044143915,0.7030265927314758,12899,0.004504166077822447,
43.0,0.7027486562728882,56,0.003514228854328394,0.7027486562728882,12949,0.004216977395117283,
,,56,,,12995,,0.002707797335460782
38.0,0.7026044726371765,57,0.0028869868256151676,0.7026044726371765,12999,0.0035895914770662785,
36.0,0.7023710608482361,57,0.003023934317752719,0.7023710608482361,13049,0.003726305440068245,
36.0,0.7023588418960571,57,0.0036496215034276247,0.7023588418960571,13099,0.004351980518549681,
42.0,0.7020504474639893,57,0.0027242000214755535,0.7020504474639893,13149,0.003426250535994768,
41.0,0.7017359137535095,57,0.0024438188411295414,0.7017359137535095,13199,0.0031455548014491796,
,,57,,,13223,,0.002639402635395527
40.0,0.701676607131958,58,0.003432612866163254,0.701676607131958,13249,0.00413428945466876,
39.0,0.7013623714447021,58,0.0034209522418677807,0.7013623714447021,13299,0.0041223145090043545,
39.0,0.7010910511016846,58,0.0033178115263581276,0.7010910511016846,13349,0.004018902778625488,
40.0,0.7006906270980835,58,0.002786322496831417,0.7006906270980835,13399,0.003487013280391693,
43.0,0.7001998424530029,58,0.0032245849724859,0.7001998424530029,13449,0.00392478471621871,
,,58,,,13451,,0.0026632884982973337
42.0,0.6998016238212585,59,0.0021610441617667675,0.6998016238212585,13499,0.0028608457650989294,
44.0,0.6993416547775269,59,0.002569663105532527,0.6993416547775269,13549,0.0032690048683434725,
44.0,0.6994202136993408,59,0.003396819345653057,0.6994202136993408,13599,0.004096239805221558,
37.0,0.6990231275558472,59,0.00299845146946609,0.6990231275558472,13649,0.0036974744871258736,
,,59,,,13679,,0.002695520408451557
39.0,0.698838472366333,60,0.003591956803575158,0.698838472366333,13699,0.004290795419365168,
43.0,0.6987805366516113,60,0.002989177592098713,0.6987805366516113,13749,0.0036879582330584526,
